videoURL,thumbnailURL,talkTitle,
https://vimeo.com/groups/quantifiedself/videos/91154750,https://i.vimeocdn.com/video/470512475_295x166.jpg,QSAMS10 - Joris Jansen - SenseOS,
https://vimeo.com/groups/quantifiedself/videos/91070436,https://i.vimeocdn.com/video/470479872_295x166.jpg,QSAMS10 - Bruno van den Elshout - New Horizons,
https://vimeo.com/groups/quantifiedself/videos/90596694,https://i.vimeocdn.com/video/469812446_295x166.jpg,Jae Osenbach: Cooking with Dirty Tomatoes: Clean that Data! (Seattle),
https://vimeo.com/groups/quantifiedself/videos/90597804,https://i.vimeocdn.com/video/469814142_295x166.jpg,Eric Jain: Am I a Werewolf? (Seattle),
https://vimeo.com/groups/quantifiedself/videos/90598300,https://i.vimeocdn.com/video/469815870_295x166.jpg,Adrienne Andrew Slaughter: Making Sense of Time Series Data,
https://vimeo.com/groups/quantifiedself/videos/90273506,https://i.vimeocdn.com/video/469465588_295x166.jpg,"Fit Fifties, Sound Sixties - Maria Benet on Active Aging",
https://vimeo.com/groups/quantifiedself/videos/90273508,https://i.vimeocdn.com/video/469465249_295x166.jpg,Sky Christopherson on Quantified Self and the London Olympics,
https://vimeo.com/groups/quantifiedself/videos/90273509,https://i.vimeocdn.com/video/469464215_295x166.jpg,Michael Cohn on Tracking Commitment,
https://vimeo.com/groups/quantifiedself/videos/90273507,https://i.vimeocdn.com/video/469464993_295x166.jpg,Philip Thomas on Building a Personal Dashboard,
https://vimeo.com/groups/quantifiedself/videos/79265793,https://i.vimeocdn.com/video/454905531_295x166.jpg,Bart Colet,
https://vimeo.com/groups/quantifiedself/videos/80501610,https://i.vimeocdn.com/video/456451401_295x166.jpg,Gerard Poels,
https://vimeo.com/groups/quantifiedself/videos/80516688,https://i.vimeocdn.com/video/456509593_295x166.jpg,Amy Robinson,
https://vimeo.com/groups/quantifiedself/videos/80516686,https://i.vimeocdn.com/video/456474680_295x166.jpg,PeterRos,
https://vimeo.com/groups/quantifiedself/videos/89497779,https://i.vimeocdn.com/video/468304987_295x166.jpg,QSAMS 10 - Ellen de Lange-Ros - Using Lift,
https://vimeo.com/groups/quantifiedself/videos/89452121,https://i.vimeocdn.com/video/468267467_295x166.jpg,QSAMS 10 - Renato Valdes Olmos - Human,
https://vimeo.com/groups/quantifiedself/videos/88398261,https://i.vimeocdn.com/video/467003823_295x166.jpg,London QS Survey,
https://vimeo.com/groups/quantifiedself/videos/88398097,https://i.vimeocdn.com/video/466875582_295x166.jpg,Financial Tracking,
https://vimeo.com/groups/quantifiedself/videos/84962277,https://i.vimeocdn.com/video/462117300_295x166.jpg,Roland Gaber - Blood Testing,
https://vimeo.com/groups/quantifiedself/videos/85242733,https://i.vimeocdn.com/video/465126338_295x166.jpg,Zoe Simmons 12-2013,
https://vimeo.com/groups/quantifiedself/videos/85776200,https://i.vimeocdn.com/video/465126035_295x166.jpg,Enrico Bertini - Tracking and Visualizing Hours of Focused Work,
https://vimeo.com/groups/quantifiedself/videos/85797403,https://i.vimeocdn.com/video/465125876_295x166.jpg,"Mike McDearmon - Things I Run Into: Getting Outdoors, Taking Photos, and Collecting Data Along the Way",
https://vimeo.com/groups/quantifiedself/videos/86875937,https://i.vimeocdn.com/video/464808477_295x166.jpg,The Impact of Mindfulness,
https://vimeo.com/groups/quantifiedself/videos/86875935,https://i.vimeocdn.com/video/464855282_295x166.jpg,Monitoring Memory,
https://vimeo.com/groups/quantifiedself/videos/86875938,https://i.vimeocdn.com/video/464792015_295x166.jpg,A Year in Review,
https://vimeo.com/groups/quantifiedself/videos/86453853,https://i.vimeocdn.com/video/464146999_295x166.jpg,Patrick McKnight on Climbing Everest,
https://vimeo.com/groups/quantifiedself/videos/86449436,https://i.vimeocdn.com/video/464146772_295x166.jpg,Daniel Gartenberg on Inside Tracker,
https://vimeo.com/groups/quantifiedself/videos/84985472,https://i.vimeocdn.com/video/462044639_295x166.jpg,Max Gotzler - Demystifying Testosterone,
https://vimeo.com/groups/quantifiedself/videos/85851223,https://i.vimeocdn.com/video/463339522_295x166.jpg,Vik Paruchuri - Happsee - Boston QS,
https://vimeo.com/groups/quantifiedself/videos/85851221,https://i.vimeocdn.com/video/463339651_295x166.jpg,Kendra Albert - The Great Book Project of 2013 - Boston QS,
https://vimeo.com/groups/quantifiedself/videos/85851222,https://i.vimeocdn.com/video/463337010_295x166.jpg,Adam Laughlin - Inside - Boston QS,
https://vimeo.com/groups/quantifiedself/videos/85610445,https://i.vimeocdn.com/video/463099459_295x166.jpg,Fabio Santos - Beziehungs-Tracking,
https://vimeo.com/groups/quantifiedself/videos/84954635,https://i.vimeocdn.com/video/462090418_295x166.jpg,2014-01-22 Quantified Self Toronto - Sugar - Mark,
https://vimeo.com/groups/quantifiedself/videos/85097277,https://i.vimeocdn.com/video/462412852_295x166.jpg,Damien Blenkinsopp - An â€œUnknown and Incurable Illnessâ€ù,
https://vimeo.com/groups/quantifiedself/videos/85097278,https://i.vimeocdn.com/video/462411362_295x166.jpg,Mark Moschel - Can a 5â€™7â€ù Person Learn to Dunk a Basketball?,
https://vimeo.com/groups/quantifiedself/videos/84767606,https://i.vimeocdn.com/video/462033458_295x166.jpg,Alan Gale - Long-term Nutrient Logging and Systematic Analysis `,
